Frequency,TMP116,Ambient Temp.
9999998.775899,10643.0,23.06
9999998.775969,10646.0,24.19
9999998.776042,10650.0,25.44
9999998.776054,10654.0,26.56
9999998.776126,10657.0,27.56
9999998.7761,10660.0,28.69
9999998.776031,10664.0,29.75
9999998.776097,10667.0,30.88
9999998.776019,10670.0,31.88
9999998.776139,10674.0,33.0
9999998.775976,10677.0,34.13
9999998.776027,10680.0,35.31
9999998.775993,10684.0,36.5
9999998.776155,10689.0,37.75
9999998.776074,10692.0,38.94
9999998.776042,10696.0,40.25
9999998.775949,10699.0,41.38
9999998.776038,10703.0,42.44
9999998.775812,10707.0,43.69
9999998.775843,10711.0,44.81
9999998.775967,10714.0,45.94
9999998.77581,10718.0,47.19
9999998.775755,10722.0,48.31
9999998.775672,10725.0,49.44
9999998.775673,10729.0,50.69
9999998.775653,10732.0,51.75
9999998.77542,10736.0,52.88
9999998.775457,10740.0,54.06
9999998.775359,10743.0,55.19
9999998.775356,10746.0,56.31
9999998.775216,10749.0,57.38
9999998.775214,10754.0,58.44
9999998.775037,10756.0,59.56
9999998.774889,10761.0,60.63
9999998.774861,10765.0,61.69
9999998.774827,10766.0,62.69
9999998.774618,10770.0,63.75
9999998.77447,10774.0,64.88
9999998.774408,10777.0,65.94
9999998.774385,10781.0,67.06
9999998.77418,10784.0,68.06
9999998.774146,10788.0,69.25
9999998.774022,10791.0,70.31
9999998.773803,10795.0,71.44
9999998.773707,10797.0,72.44
9999998.773573,10801.0,73.44
9999998.773502,10805.0,74.5
9999998.77335,10809.0,75.63
9999998.773198,10811.0,76.69
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
