Frequency,TMP116,Ambient Temp.
9999998.845517,10643.0,6.06
9999998.845357,10639.0,4.88
9999998.84538,10636.0,3.56
9999998.845364,10634.0,2.56
9999998.845338,10631.0,1.25
9999998.845316,10627.0,0.19
9999998.845345,10624.0,-1.0
9999998.84521,10622.0,-2.25
9999998.845195,10617.0,-3.69
9999998.845238,10615.0,-4.69
9999998.845229,10611.0,-5.75
9999998.845073,10608.0,-5.94
9999998.845062,10610.0,-5.06
9999998.845119,10612.0,-4.06
9999998.845262,10615.0,-2.81
9999998.845253,10618.0,-1.63
9999998.845255,10621.0,-0.5
9999998.845351,10624.0,0.69
9999998.845433,10628.0,1.81
9999998.845498,10630.0,3.0
9999998.845632,10633.0,4.19
9999998.84563,10636.0,4.69
9999998.845675,10638.0,5.88
9999998.845863,10641.0,7.06
9999998.84581,10644.0,8.31
9999998.84595,10647.0,9.44
9999998.845973,10649.0,10.56
9999998.846003,10652.0,11.69
9999998.845839,10655.0,12.81
9999998.845942,10659.0,13.94
9999998.84595,10661.0,15.06
9999998.845799,10665.0,16.19
9999998.84592,10668.0,17.31
9999998.84597,10670.0,18.38
9999998.845839,10673.0,19.56
9999998.845909,10677.0,20.75
9999998.845859,10679.0,21.88
9999998.846049,10682.0,22.94
9999998.846084,10685.0,24.06
9999998.846111,10688.0,25.25
9999998.846043,10692.0,26.44
9999998.845976,10694.0,27.44
9999998.846071,10698.0,28.56
9999998.84607,10700.0,29.63
9999998.846035,10703.0,30.75
9999998.846037,10706.0,31.81
9999998.846142,10709.0,32.81
9999998.845957,10711.0,34.0
9999998.845818,10715.0,35.19
9999998.845818,10717.0,36.38
9999998.845858,10721.0,37.56
9999998.845605,10724.0,38.75
9999998.845763,10727.0,40.06
9999998.845521,10731.0,41.25
9999998.845583,10733.0,42.25
9999998.845566,10737.0,43.5
9999998.84569,10740.0,44.69
9999998.845669,10743.0,45.81
9999998.845523,10746.0,47.06
9999998.845557,10749.0,48.19
9999998.84554,10752.0,49.25
9999998.845705,10755.0,50.5
9999998.845847,10759.0,51.63
9999998.845869,10762.0,52.75
9999998.845727,10765.0,53.88
9999998.845715,10768.0,55.0
9999998.845828,10771.0,56.13
9999998.845774,10774.0,57.25
9999998.845883,10777.0,58.25
9999998.845659,10780.0,59.44
9999998.845643,10783.0,60.5
9999998.845663,10785.0,61.63
9999998.845608,10788.0,62.5
9999998.845583,10790.0,63.63
9999998.845556,10793.0,64.69
9999998.845537,10796.0,65.81
9999998.845447,10799.0,66.94
9999998.84545,10801.0,67.94
9999998.845464,10805.0,69.13
9999998.845577,10808.0,70.19
9999998.845368,10811.0,71.25
9999998.845379,10813.0,72.31
9999998.845545,10817.0,73.31
9999998.845318,10818.0,74.38
9999998.845405,10821.0,75.5
9999998.845359,10824.0,76.56
9999998.845333,10827.0,77.63
9999998.845365,10830.0,78.5
9999998.84534,10832.0,79.0
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
