Frequency,TMP116,Ambient Temp.
10000001.963152,10856.0,78.44
10000001.963077,10858.0,78.94
10000001.963054,10862.0,79.88
10000001.963232,10861.0,79.38
10000001.963287,10859.0,78.63
10000001.963371,10858.0,77.75
10000001.963543,10856.0,76.75
10000001.963586,10853.0,75.75
10000001.96371,10850.0,74.75
10000001.963791,10848.0,73.63
10000001.963732,10845.0,72.5
10000001.963865,10843.0,71.38
10000001.963889,10840.0,70.31
10000001.964012,10838.0,69.25
10000001.964196,10835.0,68.06
10000001.964162,10832.0,66.94
10000001.964308,10829.0,65.81
10000001.964183,10826.0,64.63
10000001.964273,10824.0,63.5
10000001.964442,10820.0,62.38
10000001.964444,10817.0,61.25
10000001.964586,10815.0,60.13
10000001.9645,10813.0,59.0
10000001.96468,10809.0,57.88
10000001.964665,10806.0,56.69
10000001.964703,10803.0,55.56
10000001.964667,10800.0,54.44
10000001.964946,10798.0,53.19
10000001.964996,10795.0,52.0
10000001.965012,10792.0,50.88
10000001.964967,10789.0,49.69
10000001.964924,10786.0,48.56
10000001.965169,10783.0,47.44
10000001.965067,10780.0,46.31
10000001.965169,10778.0,45.19
10000001.965104,10775.0,44.0
10000001.965258,10772.0,42.88
10000001.965205,10769.0,41.69
10000001.965295,10767.0,40.56
10000001.965278,10763.0,39.31
10000001.965375,10760.0,38.25
10000001.965264,10757.0,37.13
10000001.965302,10755.0,36.06
10000001.965326,10752.0,34.81
10000001.965449,10749.0,33.63
10000001.965413,10746.0,32.5
10000001.965534,10743.0,31.44
10000001.965504,10740.0,30.19
10000001.965586,10738.0,29.0
10000001.9656,10734.0,27.88
10000001.965457,10731.0,26.75
10000001.965467,10728.0,25.63
10000001.965549,10725.0,24.5
10000001.965505,10723.0,23.5
10000001.965599,10720.0,22.44
10000001.965608,10718.0,21.44
10000001.965498,10715.0,20.25
10000001.965567,10712.0,19.13
10000001.965512,10709.0,18.06
10000001.965481,10707.0,16.88
10000001.965604,10703.0,15.56
10000001.965508,10701.0,14.44
10000001.965455,10698.0,13.38
10000001.965326,10695.0,12.38
10000001.965395,10692.0,11.25
10000001.965518,10690.0,10.13
10000001.96539,10687.0,9.0
10000001.965368,10684.0,7.81
10000001.965395,10681.0,6.69
10000001.965331,10678.0,5.63
10000001.965333,10675.0,4.38
10000001.965266,10672.0,3.13
10000001.965268,10669.0,2.13
10000001.964981,10666.0,0.94
10000001.965109,10664.0,-0.31
10000001.965068,10660.0,-1.56
10000001.965,10658.0,-2.75
10000001.964956,10654.0,-4.06
10000001.96484,10652.0,-5.13
10000001.964837,10648.0,-6.0
10000001.964716,10646.0,-5.63
10000001.964749,10648.0,-4.69
10000001.964836,10650.0,-3.69
10000001.964891,10653.0,-2.38
10000001.96488,10655.0,-1.19
10000001.964948,10658.0,-0.06
10000001.965085,10662.0,1.13
10000001.965049,10664.0,2.25
10000001.965113,10668.0,3.44
10000001.965103,10670.0,4.56
10000001.965283,10673.0,5.13
10000001.965238,10675.0,6.31
10000001.965179,10678.0,7.56
10000001.965239,10681.0,8.75
10000001.965286,10684.0,9.88
10000001.965387,10687.0,11.0
10000001.965302,10689.0,12.06
10000001.965439,10692.0,13.19
10000001.965311,10695.0,14.38
10000001.965443,10698.0,15.44
10000001.96544,10700.0,16.63
10000001.965464,10704.0,17.75
10000001.965418,10706.0,18.88
10000001.965509,10709.0,20.0
10000001.965445,10712.0,21.13
10000001.965446,10715.0,22.25
10000001.965496,10718.0,23.38
10000001.96548,10721.0,24.5
10000001.965457,10724.0,25.75
10000001.965504,10727.0,26.75
10000001.965516,10730.0,27.88
10000001.965589,10732.0,28.94
10000001.965439,10734.0,30.0
10000001.965496,10738.0,31.13
10000001.965492,10740.0,32.13
10000001.965452,10742.0,33.25
10000001.96542,10746.0,34.44
10000001.965537,10748.0,35.63
10000001.965496,10752.0,36.88
10000001.965263,10754.0,38.0
10000001.965224,10757.0,39.19
10000001.965279,10761.0,40.5
10000001.965081,10764.0,41.56
10000001.965014,10766.0,42.75
10000001.96502,10769.0,44.0
10000001.965108,10772.0,45.13
10000001.965024,10775.0,46.25
10000001.96499,10778.0,47.44
10000001.964954,10781.0,48.56
10000001.96486,10783.0,49.69
10000001.964906,10787.0,50.94
10000001.964936,10789.0,52.06
10000001.964872,10792.0,53.19
10000001.964835,10794.0,54.25
10000001.964632,10798.0,55.44
10000001.964606,10801.0,56.56
10000001.964589,10804.0,57.69
10000001.964547,10806.0,58.75
10000001.964444,10809.0,59.81
10000001.964458,10811.0,60.88
10000001.964303,10814.0,61.94
10000001.964268,10817.0,62.94
10000001.964242,10820.0,64.0
10000001.964225,10822.0,65.13
10000001.964157,10825.0,66.25
10000001.964008,10828.0,67.25
10000001.96392,10831.0,68.38
10000001.96397,10833.0,69.5
10000001.963848,10835.0,70.63
10000001.963759,10838.0,71.69
10000001.963764,10841.0,72.69
10000001.963655,10844.0,73.69
10000001.963587,10846.0,74.81
10000001.963491,10849.0,75.88
10000001.963413,10851.0,76.94
10000001.963387,10855.0,78.06
10000001.96336,10857.0,78.69
10000001.963376,10858.0,79.13
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
